part_number,description,upc
6000LD44.50X38.30,COUPLING 6000 44.50 X 38.30,#N/A
6000LD44.50X44.50,COUPLING 6000 44.50 X 44.50,#N/A
6000LD45.20X42.00,COUPLING 6000 45.20 x 42.00,#N/A
6000LD45.50X38.30,COUPLING 6000 45.50X38.30,#N/A
6000LD49.00X38.30,COUPLING 6000 49.00X38.30,#N/A
6000LDCMA-16.87,LDCMA 16.87 IN. AIS,#N/A
6000LDCMA-20.00,LDCMA 20.00 IN. AIS,#N/A
6000LDCMA-22.05,LDCMA 22.05 IN. AIS,#N/A
6000LDCMA-23.25,LDCMA 23.25 IN. AIS,#N/A
6000LDCMA-25.00,LDCMA 25.00 AIS COMPLIANT BAND,#N/A
6000QC-10.75,"Qwik Cap 10"" AIS COMPLIANT",#N/A
6000QC-102,"QWIK CAP 2"" AIS COMPLIANT",#N/A
6000QC-112,"AIS QWIK CAP 12""",#N/A
6000SRC-17.40,"6000 SERIES 17.40"" LDC RC",#N/A
6000SRC-22.60,"6000 SERIES 22.60"" LDC RC",#N/A
6000SRC-22.80,"6000 SERIES 22.80"" LDC RC",#N/A
6000SRC-23.00,"6000 SERIES 23.00"" LDC RC",#N/A
6000SRC-24.10,"6000 SERIES 24.10"" LDC RC",#N/A
6000SRC-24.50,"6000 SERIES 24.50"" LDC RC",#N/A
6000SRC-25.80,"6000 SERIES 25.80"" LDC RC",#N/A
6000SRC-26.50,"6000 SERIES 26.50"" LDC RC",#N/A
6000SRC-28.00,"6000 SERIES 28.00"" LDC RC",#N/A
6000SRC-31.50,"6000 SERIES 31.50"" LDC RC",#N/A
6000SRC-33.50,"6000 SERIES 33.50"" LDC RC",#N/A
6000SRC-36.00,"6000 SERIES 36.00"" LDC RC",#N/A
6000SRC-37.00,"6000 SERIES 37.00"" LDC RC",#N/A
6000SRC-38.30,"6000 SERIES 38.30"" LDC RC",#N/A
6000SRC-38.80,"6000 SERIES 38.80"" LDC RC",#N/A
6000SRC-41.50,"6000 SERIES 41.50"" LDC RC",#N/A
6000SRC-42.00,"6000 SERIES 42.00"" LDC RC",#N/A
6000SRC-43.00,"6000 SERIES 43.00"" LDC RC",#N/A
6000SRC-44.00,"6000 SERIES 44.00"" LDC RC",#N/A
6000SRC-44.50,"6000 SERIES 44.50"" LDC RC",#N/A
6000SRC-65.00,"6000 SERIES 65.00"" LDC RC",#N/A
6001-1010,"COUPLING 10"" CLAY/CLAY AIS",018578048652
6001-1010RC,"COUPLING 10"" CLAY/CLAY AIS",018578046283
6001-12-8RC,"Coupling 12""Clay-8""Clay Shear",018578041172
6001-1212,"COUPLING 12"" CLAY/CLAY AIS",#N/A
6001-1212RC,"COUPLING 12"" CLAY/CLAY",018578047488
6001-1515,"AIS COUPLING 15""CL-15""CL",#N/A
6001-1515RC,COUPLING 15X15 CLAY-CLAY,018578041622
6001-1818RC,"COUPLING 18""CL-18""CL RC AIS",#N/A
6001-2727,"COUPLING 27"" CLAY/CLAY AIS",#N/A
6001-44,"COUPLING 4"" CLAY AIS",018578048676
6001-44RC,COUPLING 4X4 CLAY RC AIS,#N/A
6001-66,"COUPLING 6"" CLAY/CLAY AIS",018578047617
6001-66RC,"COUPLING 6"" CLAY/CLAY",018578041608
6001-88,"COUPLING 8"" CLAY/CLAY AIS",018578048669
6001-88RC,"COUPLING 8"" CLAY/CLAY AIS",018578041615
6002-10-8EBRC,"Coup 10""Clay-8""CI/PL EB SR AIS",018578041301
6002-1010,"COUPLING 10"" CLAY-CI/PL AIS",018578039773
6002-1010RC,"COUPL 10""CLAY-10""CI/PL RC AIS",018578041189
6002-1010WC,"CPLN 10""CLAY-10""CI/PL WEST AIS",#N/A
6002-12-8RC,COUPLING 12X8 CLAY-CI/PL RC,018578041318
6002-1210,"COUPLING 12""CLAY-10""CI/PL AIS",#N/A
6002-1212,COUPLING 12 CLAY-CI/PL AIS,018578039780
6002-1212RC,"COUPL 12""CLAY-12""CI/PL RC AIS",018578040557
6002-1515,"COUPLING 15"" CLAY-CI/PL AIS",018578041202
6002-1515RC,COUPL 15X15 CLAY-CI/PL RC AIS,018578039728
6002-1515WCRC,"COUP 15""WCCLAY-15""CI/PL RC ais",018578047563
6002-1818,"COUPLING 18""CLAY-18""CI/PL AIS",#N/A
6002-1818RC,COUPL 18X18 CLAY-CI/PL RC AIS,018578039735
6002-2121RC,"COUPLING 21""CI/PL-21""CLAY AIS",018578048621
6002-2424RC,"COUPLING 24""CI/PL-24""CL RC AIS",018578041448
6002-44,"COUPLING 4""CLAY-4""CI/PL AIS",018578040434
6002-44RC,COUPLING 4X4 CLAY-CI/PL RC AIS,018578039650
6002-44WCRC,COUP. 4X4 WC CLAY-CI/PL RC AIS,018578047587
6002-46,"COUPLING 4"" CLAY- 6""CI/PL AIS",#N/A
6002-46RC,"COUPLING 4"" CI TO 6"" PL RC AIS",018578046221
6002-54EBRC,"AIS COUP 5""CLAY-4""CI/PL RC",018578048980
6002-64,"COUPLING 6"" CLAY- 4"" CI/PL AIS",018578046153
6002-64EBRC,"COUP 6""CLAY-4""CI/PL EB SR  AIS",018578045897
6002-64RC,"COUPLING 6""CLAY-4""CI/PL AIS",018578041271
6002-66,"COUPLING 6"" CLAY- 6"" CI/PL AIS",018578041240
6002-66EBRC,"COUP 6""CLAY-6""CI/PL EBRC AIS",018578048355
6002-66RC,"COUPL, 6"" CLAY- 6""CI/PL RC AIS",018578039667
6002-66WCRC,CPLNG 6X6 WC CLAY-CI/PL RC AIS,018578047600
6002-68,"COUPLING 6""CLAY-8""CI/PL AIS",#N/A
6002-68RC,"COUPLING 6""CLAY-8""CI/PL RC",018578048225
6002-8-10RC,"AIS COUP 8""CLAY - 10""CI/PL RC",018578048829
6002-84,"AIS COUP 8"" CLAY- 4"" CI/PL",#N/A
6002-86EBRC,"COUPLING 8""CLAY-6""CI/PL EBRC",018578041325
6002-88,"COUPLING 8"" CLAY- 8"" CI/PL AIS",018578041233
6002-88EBRC,"COUP 8""CLAY-8""CI/PL EBRC AIS",018578048348
6002-88RC,"COUPL, 8"" CLAY- 8""CI/PL RC AIS",018578039674
6002-88WC,"CPLNG 8""WC CLAY-8""CI/PL AIS",#N/A
6002-88WCRC,CPLING8X8 WC CLAY-CI/PL RCAIS,018578047594
6003-1010,"COUPLING 10"" CLAY-10""AC/DI AIS",#N/A
6003-1010RC,"COUPL 10""CLAY-10""AC/DI RC AIS",018578041073
6003-12-8EBRC,"AIS COUP 12"" CLAY - 8"" AC/DI EB RC",#N/A
6003-1212,"COUPLING 12"" CLAY12"" AC/DI AIS",#N/A
6003-1212RC,"COUPL 12""CLAY-12""AC/DI RC AIS",018578041066
6003-1512EB,"AIS COUP 15""CLAY-12""AC/DI EB",#N/A
6003-1512RC,"AIS COUP 15""CLAY-12""AC/DI RC",#N/A
6003-1516RC,"COUPLING 15""CL-16""AC/DI RC ais",018578024786
6003-1818RC,COUPl 18X18 CLAY-AC/DI AIS,018578046665
6003-2424RC,"COUP 24"" CLAY x 24"" AC/DI AIS",018578048614
6003-44RC,"COUPLING 4""CLAY- 4"" AC/DI RC",018578041370
6003-66,"COUPLING 6"" CLAY- 6"" AC/DI AIS",#N/A
6003-66RC,"COUPLING 6"" CLAY- 6"" AC/DI RC",018578041295
6003-88,"COUPLING 8"" CLAY- 8"" AC/DI AIS",#N/A
6003-88RC,"COUP 8"" CLAY- 8"" AC/DI RC AIS",018578040533
6004-1212LCRC,"COUPLING 12""CONC-12""CONC LC RC",#N/A
6004-1212RC,"COUP 12""CONC-12""CONC RC ais",#N/A
6004-1515RC,"COUPLING 15""CONC-15""CONC AIS",#N/A
6004-1818RC,"AIS COUP 18""CONC-18""CONC RC",#N/A
6004-2121RC,"AIS COUP 21""CONC-21""CONC RC",#N/A
6004-2424RC,"COUP 24""CONC-24""CONC RC AIS",#N/A
6005-1212,"COUPLING 12CONC-12""CLAY AIS",#N/A
6005-1212RC,"AIS COUP 12""CONC-12""CLAY RC",#N/A
6005-1512,"COUPLING 15""CONC-12""CLAY AIS",#N/A
6005-1515RC,"COUP 15""CONC-15""CLAY RC AIS",018578046641
6006-10-8,"COUPLING 10""CONC-8""CI/PL AIS",#N/A
6006-1010,"AIS COUP 10"" CONC - 10"" CI/PL",#N/A
6006-1010RC,"COUPLING 10""CONC-10""CI/PL",018578046467
6006-1210,"COUPLING 12""CONC-10""CI/PL AIS",#N/A
6006-1212,"COUPLING 12""CONC-12""CI/PL AIS",018578047952
6006-1212RC,"COUPLING 12""CONC-12""CI/PL RC",018578046481
6006-1512EBRC,"AIS COUP 15"" CONC - 12"" CI/PL EB RC",#N/A
6006-1515,"AIS COUP 15""CONC-15""CI/PL",#N/A
6006-1515RC,"AIS COUP 15""CONC-15""CI/PL RC",#N/A
6006-1818RC,"COUP 18""CONC-18""CI/PL RC AIS",018578048256
6006-2121,"AIS COUP 21""CONC-21""CI/PL",#N/A
6006-2121RC,"COUP 21""CONC-21""CI/PL  RC AIS",018578047396
6006-2424,"COUPLING 24""CONC-24CI/PL AIS",#N/A
6006-2424RC,"COUP 24""CONC-24CI/PL RC AIS",018578048904
6006-2727,"COUP 27""CONC-27""CI/PL AIS",#N/A
6006-2727RC,"COUP 27""CONC-27""CI/PL RC AIS",018578047433
6006-44,"COUPLING 4""CONC-4""CI/PL AIS",#N/A
6006-44RC,"COUPL 4""CONC-4""CI/PL AIS",018578040373
6006-64RC,"COUPLING 6""CONC-4""CI/PL AIS",018578047495
6006-66,COUPLING 6X6 CONC-CI/PL AIS,#N/A
6006-66RC,"COUPLING 6""CONC-6""CI/PL RC AIS",018578041103
6006-88,COUPLING 8X8 CONC-CI/PL AIS,#N/A
6006-88RC,"COUPLING 8""CONC-8""CI/PL AIS",018578046474
604-401,6X4 DONUT,018578004481
604-405,6X4 DONUT,018578003934
604-417,6x4 Donut,018578035980
604-601,6X6 DONUT,018578004498
604-605,6X6 DONUT,018578008236
604-609,6X6 DONUT,018578036017
6043-405,6X4 DONUT,018578036031
6043-601,6X6 DONUT,018578036048
6051-1010RC,CPLNG 10X10 AC/DI-CI/PL RC AIC,018578046498
6051-1212,COUPLING 12X12 AC/DI-CI/PL AIS,018578048843
6051-1212RC,"COUPLING12""AC/DI12""CI/PLRC AIS",018578041080
6051-1818RC,COUP 18X18 AC/DI-CI/PL AIS,018578047884
6051-2424,"Coup 24"" AC/CI x 24"" CI/PL AIS",#N/A
6051-2424RC,Coup 24 AC/DI x 24CI/PL RC AIS,018578046191
6051-43,"AIS COUPLING 4""AC/DI-3""CI/PL",#N/A
6051-44,COUPLING 4X4 AC/DI-CI/PL AIS,018578048799
6051-44RC,COUPLING 4X4 AC/DI-CI/PL AIS,018578040380
6051-48RC,"COUP 4""AC/DI-8""CI/PL RC AIS",#N/A
6051-64,AIS COUP 6X4 AC/DI-CI/PL,#N/A
6051-65,COUPLING 6X5 AC/DI-CI/PL AIS,#N/A
6051-66,COUPLING 6X6 AC/DI-CI/PL AIS,018578041394
6051-66RC,COUPLING 6X6 AC/DI-CI/PL,018578041417
6051-68EBRC,"AIS COUP 6""AC/DI-8""CI/PL EB RC",#N/A
6051-68RC,"COUP 6""AC/DI-8""CI/PL RC AIS",#N/A
6051-86,"COUPLING 8""AC/DI-6""CI/PL AIS",#N/A
6051-86RC,"AIS COUP 8""AC/DI-6""CI/PL RC",#N/A
6051-88,COUPLING 8X8 AC/DI-CI/PL AIS,018578048805
6051-88RC,COUPL 8X8 AC/DI-CI/PL RC AIS,018578040700
6055-1212,COUPLING 12X12 AC/DI-AC/DI AIS,#N/A
6055-1212RC,"COUP 12""AC/DI-12""AC/DI RC AIS",018578045880
6055-1616RC,COUPL 16X16 AC/DI-AC/DI AIS,#N/A
6055-1818,COUPLING 18X18 AC/DI AIS,#N/A
6055-1818RC,COUPL 18X18 AC/DI-AC/DI AIS,#N/A
6055-2424RC,"Coupling 24""X 24"" AC/DI RC AIS",018578046986
6055-44,COUPLING 4X4 AC/DI-AC/DI AIS,#N/A
6055-44RC,"COUPLING 4""AC/DI-4""AC/DI RC",#N/A
6055-64,AIS COUP 6X4 AC/DI-AC/DI,#N/A
6055-65RC,AIS COUP 6X5 AC/DI-AC/DI RC,018578049178
6055-66,COUPLING 6X6 AC/DI-AC/DI AIS,018578048874
6055-66RC,"COUPLING 6""AC/DI-6""AC/DI RC",018578046351
6055-86RC,"COUP AIS 8""AC/DI-6""AC/DI RC",#N/A
6055-88,COUPLING 8X8 AC/DI-AC/DI AIS,#N/A
6055-88RC,COUPLING 8X8 AC/DI-AC/DI AIS,018578040663
6056-10-8EBSDRRC,"AIS COUP 10"" CI/PL - 8"" SDR ECC. RC",#N/A
6056-10-8RC,AIS COUP 10X8 CI/PL RC SCH40,018578048812
6056-1010,COUPLING 10X10 CI/PL AIS,018578041196
6056-1010RC,COUPL 10CI/PL-10CI/PL RC AIS,018578040755
6056-12-8EBRC,"AIS COUP 12""CI/PL-8""CI/PL EBRC",#N/A
6056-1212,COUPLING 12X12 CI/PL AIS,018578040175
6056-1212RC,"COUPL 12""CI/PL-12""CI/PL RC AIS",018578041264
6056-1515,COUPLING 15X15 CI/PL AIS,018578041226
6056-1515RC,"COUPL 15""CI/PL-15""CI/PL RC AIS",018578040359
6056-1815,"COUPLING 18"" CI/PL - 15"" CI/PL AIS",#N/A
6056-1818,COUPLING 18X18 CI/PL AIS,#N/A
6056-1818RC,"COUPL 18""CI/PL-18""CI/PL RC AIS",018578039704
6056-2121,"COUPLING 21""CI/PL-21""CI/PL AIS",#N/A
6056-2121RC,"CPLNG 21""CI/PL-21""CI/PL RC AIS",018578040878
6056-22,COUPLING 2X2 CI/PL AIS,018578047419
6056-22RC,"COUPLING 2""CI/PL-2""CI/PL RCais",018578046740
6056-2424,COUPLING 24X24 CI/PL AIS,#N/A
6056-2424RC,"CPLNG 24""CI/PL-24""CI/PL RC AIS",018578047235
6056-33,COUPLING 3X3 CI/PL AIS,018578047655
6056-33RC,"COUPL 3""CI/PL-3""CI/PL RC AIS",018578048133
6056-415,COUPLING 4 X1-1/2 CI/PL AIS,#N/A
6056-42,COUPLING 4X2 CI/PL AIS,#N/A
6056-42RC,"AIS COUP 4""CI/PL-2""CI/PL RC",#N/A
6056-43,COUPLING 4X3 CI/PL AIS,#N/A
6056-43RC,COUPLING 4X3 CI/PL RC AIS,018578041530
6056-44,COUPLING 4X4 CI/PL AIS,018578040427
6056-44RC,"COUPL,4"" CI/PL-4""CI/PL RC AIS",018578039643
6056-62RC,"AIS COUP 6""CI/PL-2""CI/PL RC",018578049215
6056-63,"COUPLING 6""CI/PL-3""CI/PL AIS",#N/A
6056-64,COUPLING 6X4 CI/PL AIS,#N/A
6056-64EBRC,COUP 6X4 CI/PL RC ECC. AIS,018578048416
6056-64RC,"COUP 6""CI/PL-4""CI/PL RC AIS",018578041134
6056-66,"COUPLING 6""CI/PL-6""CI/PL AIS",018578041219
6056-66RC,"COUPL 6""CI/PL-6""CI/PL RC AIS",018578039681
6056-86,COUPLING 8X6 CI/PL AIS,#N/A
6056-86EBRC,"COUPLING 8""CI/PL-6""CI/PL RC",018578041332
6056-86RC,COUP 8X6 CI/PL RC SCH40 AIS,018578046771
6056-88,COUPLING 8X8 CI/PL AIS,018578040441
6056-882,"COUPLING 8X8X10"" CI/PL AIS",018578047969
6056-88RC,"COUPL 8""CI/PL-8""CI/PL RC AIS",018578039698
6057-1010RC,"COUPLING 10""CONC-10""DI  RC",#N/A
6057-1212RC,Coupling 12 Conc-12 AC/DI ais,#N/A
6057-2424,"COUPLING 24""CONC-24""DI AIS",#N/A
6057-2424RC,COUPLING 24X24 CONC-DI RC AIS,018578046238
6057-88,COUPLING 8X8 CON-DI AIS,018578047723
6057-88RC,"COUPLING 8""CONC-8"" DI REPAIR C",#N/A
606-205,6X2 DONUT,018578018587
606-401,6X4 DONUT,018578036055
606-403,6X4 DONUT,018578040540
606-405,6X4 DONUT,018578036062
606-507,6X6 DONUT,#N/A
606-601,6X6 DONUT,018578036086
606-605,6X6 DONUT,018578008243
606-607,6X6 DONUT,018578049154
606-609,6X6 DONUT,018578012837
606-643,6X6 DONUT,018578036109
6060-33RC,AIS PLASTIC SOCKET CONN w/ RC,#N/A
6070-42,COUPLING 4X2 ADS/HANCOR-CI/PL AIS,#N/A
6070-43,COUPLING 4X3 ADS/HANCOR-CI/PL AIS,#N/A
6070-44,Cplng 4X4 ADS/HANCOR-CI/PL AIS,018578041769
6070-64,COUP 6X4 ADS/HANCOR-CI/PL AIS,#N/A
6070-66,COUP 6X6 ADS/HANCOR-CI/PL AIS,#N/A
6070-86,AIS COUP 8X6 ADS/HANCOR-CI/PL,#N/A
6070-88,COUP 8X8 ADS/HANCOR-CI/PL AIS,018578047211
6073-1515RC,COUPLING15x15 ETI-SDR35 RC AIS,018578046658
6073-2424RC,CPLNG 24X24 ETI-SDR35 RC AIS,018578040861
608-305,6X3 DONUT,018578036147
608-401,6X4 DONUT,018578006768
608-403,6X4 DONUT,018578006119
608-405,6X4 DONUT,018578001282
608-601,6X6 DONUT,018578002555
608-603,6X6 DONUT,018578036161
608-605,6X6 DONUT,018578002869
608-607,6X6 DONUT,018578036178
608-609,6X6 DONUT,018578003002
608-643,6X6 DONUT,#N/A
608PB-401,6X4 DONUT,018578002074
608PB-405,6X4 DONUT,018578004504
608PB-425,6X4 DONUT,018578002104
608PB-601,6X6 DONUT,018578002067
608PB-609,6X6 DONUT,018578036192
608PB-625,6X6 DONUT,018578002050
610-401,6X4 DONUT,018578008250
610-403,6X4 DONUT,018578036222
610-405,6X4 DONUT,018578006515
610-417,6X4 DONUT,#N/A
610-601,6X6 DONUT,018578036239
610-603,6X6 DONUT,018578036246
610-605,6X6 DONUT,018578036253
610-609,6X6 DONUT,018578036277
612-405,6X4 DONUT,018578036284
614-150,6X3 DONUT,#N/A
614-205,6X2 DONUT,018578036338
614-305,6X3 DONUT,018578036345
614-401,6X4 DONUT,018578006508
614-405,6X4 DONUT,018578006485
614-505,6X5 DONUT,018578036376
614-601,6X6 DONUT,018578004528
614-603,6X6 DONUT,018578015173
614-605,6X6 DONUT,018578006959
614-607,6X6 DONUT,018578036390
614-609,6X6 DONUT,018578004535
614-643F,6X6 DONUT,018578007611
620-603,6X6 DONUT,018578036413
620-609,6X6 DONUT,01857802074
622-205,6X2 DONUT,#N/A
628-405,6X4 DONUT,018578036420
628-601,6X6 DONUT,018578036437
628-609,6X6 DONUT,018578036444
638-401,6X4 DONUT,018578036468
638-403,6X4 DONUT,018578036475
638-405,6X4 DONUT,018578008052
638-601,6X6 DONUT,018578004542
638-603,6X6 DONUT,018578036505
646-405,6X4 DONUT,018578036543
650-316HT,SIZE 650 HT CLAMP 316SS,018578036550
66U-201,6X2 DONUT,018578036574
66U-205,6X2 DONUT,018578011410
66U-305,6X3 DONUT,018578011434
66U-401,6X4 DONUT,018578003019
66U-403,6X4 DONUT,018578036598
66U-405,6X4 DONUT,018578002920
66U-417,6X4 DONUT,018578036604
66U-501,6X5 DONUT,018578036611
66U-505,6X5 DONUT,018578036628
66U-525,6X5 DONUT,018578036635
66U-601,6X6 DONUT,018578006591
66U-605,6X6 DONUT,018578003569
66UX-305,6X3 DONUT,018578036680
66UX-401,6X4 DONUT,018578019645
66UX-403,6X4 DONUT,018578003064
66UX-405,6X4 DONUT,018578013780
66UX-505,6X5 DONUT,018578036697
66UX-507,6X5 DONUT,#N/A
66UX-601,6X6 DONUT,018578006089
66UX-603,6X6 DONUT,018578036703
66UX-605,6X6 DONUT,018578003071
66UX-609,6X6 DONUT,018578036710
66UX-625,6X6 DONUT,#N/A
681-6.38,"BUSHING, CENTER STOP",018578006812
681-6.63,"BUSHING, CENTER STOP",018578006805
696-301,6X3 DONUT,018578036727
696-303,6X3 DONUT,018578036734
696-305,6X3 DONUT,018578007673
696-361,6X3 DONUT,018578036741
696-401,6X4 DONUT,018578006232
696-403,6X4 DONUT,018578006867
696-405,6X4 DONUT,018578036758
696-417,6X4 DONUT,018578036765
696-601,6X6 DONUT,018578005815
696-603,6X6 DONUT,018578036772
696-605,6X6 DONUT,018578036789
696-609,6X6 DONUT,018578036802
698-401,6X4 DONUT,018578001480
698-405,6X4 DONUT,018578017177
698-407,6X4 DONUT,#N/A
698-501,6X5 DONUT,018578036840
698-601,6X6 DONUT,018578002562
698-603,6X6 DONUT,018578036871
698-605,6X6 DONUT,018578011687
698-607,6X6 DONUT,018578036888
698-609,6X6 DONUT,018578007628
699-601,6X6 DONUT,018578006706
699-609,6X6 DONUT,018578036918
6CI,"CAP 6""",018578035966
6CMA,"6"" CMA",018578004474
6UTP,"PLUG 6"" SPIGOT",018578005303
7.120-2.500R,7.120X2.500 REDUCER,018578036932
7.120-3.380R,7.120-3.380R,018578036956
7.120-3.500R,7.120-3.500R,#N/A
7.120-3.500REB,7.120 X 3.500 ECC REDUCER,018578046160
7.120-4.380R,7.120 X 4.380 REDUCER,018578012011
7.120-4.380REB,7.120X4.380 ECCENTRIC REDUCER,018578036970
7.120-4.500R,7.120 X 4.500 REDUCER BUSHING,018578040342
7.120-4.500REB,7.120X4.500 ECCENTRIC REDUCER,018578036987
7.120-5.000R,7.120 X 5.000 REDUCER,018578036994
7.120-5.000REB,7.120 X 5.000 ECC REDUCER,018578037007
7.120-5.125R,7.120 X 5.125 REDUCER,018578037014
7.120-5.500R,7.120 X 5.500 REDUCER,018578037021
7.120-5.900R,7.120 X 5.900 REDUCER,018578037045
7.120-5.900REB,7.120 X 5.900 ECCENTRICREDUCER,018578037052
7.120-6.380R,7.120 X 6.380 REDUCER,018578008687
7.120-6.625R,7.120 X 6.625 REDUCER,018578037069
7.380-2.500R,7.380X2.500 REDUCER,018578037083
7.380-3.380R,7.380X3.380 REDUCER,018578037090
7.380-3.380REB,7.380X3.380 ECCENTRIC REDUCER,018578037106
7.380-3.500REB,7.380X3.500 ECCENTRIC REDUCER,#N/A
7.380-4.380R,7.380 X 4.380 REDUCER,018578013643
7.380-4.380REB,7.380X4.380 ECCENTRIC REDUCER,018578008038
7.380-4.500R,7.380 X 4.500 REDUCER,018578015111
7.380-4.500REB,7.380X4.500 ECCENTRIC REDUCER,018578014817
7.380-4.500RT,7.380 X 4.500 REDUCER TALL,#N/A
7.380-5.000R,7.380 X 5.000 REDUCER,018578037113
7.380-5.000REB,7.380X5.000 ECCENTRIC REDUCER,018578037120
7.380-5.125R,7.380X5.125  REDUCER,018578037137
7.380-5.125REB,7.380X5.125 ECCENTRIC REDUCER,018578037144
7.380-5.500R,7.380 X 5.500 REDUCER,018578014763
7.380-5.620R,7.380 X 5.620 REDUCER,018578037151
7.380-5.620REB,7.380X5.620 ECCENTRIC REDUCER,018578037168
7.380-5.900R,7.380 X 5.900 REDUCER,018578037175
7.380-5.900REB,7.380X5.900 ECCENTRIC REDUCER,018578037182
7.380-6.380REB,7.380X6.380 ECCENTRIC REDUCER,018578037199
7.380-6.380RT,7.380 X 6.380 REDUCER TALL,018578037205
7.380-6.625R,7.380 X 6.625 REDUCER,018578037212
7.380-6.625REB,7.380x6.625 Eccentric Reducer,018578037229
7.380-6.800R,7.380 X 6.800 REDUCER,018578020269
7.800-4.380R,7.800 X 4.380 REDUCER,018578019881
7.800-4.380REB,7.800X4.380 ECCENTRIC REDUCER,018578037243
7.800-4.500R,7.800 X 4.500 REDUCER,018578037250
7.800-4.500REB,7.800 X 4.500 REDUCER ECCENTRI,018578037267
7.800-5.000R,7.800 X 5.000 REDUCER,018578037274
7.800-5.500R,7.800 X 5.500 REDUCER,018578037298
7.800-5.500REB,7.800 X 5.500 REDUCER ECCENTRI,018578037304
7.800-5.900R,7.800 x 5.900 Reducer Bushing,018578037328
7.800-6.380R,7.800 X 6.380 REDUCER,018578037335
7.800-6.380REB,7.800 X 6.380 ECC REDUCER,018578037342
7.800-6.625R,7.800 X 6.625 REDUCER,018578019874
7.800-6.625REB,7.800 X 6.625 ECC. REDUCER,#N/A
7.800-6.800R,7.800 X 6.800 REDUCER,018578037359
7.800-7.200R,7.800-7.200 REDUCER,018578037380
700-316HT,SIZE 700 HT CLAMP 316SS,018578037403
700-405,6X4 DONUT,018578037410
700-601,6x4 DONUT,018578037427
700-605,6x6 Donut,018578037434
750-316HT,SIZE 750 HT CLAMP 316SS,018578037465
776-401,8x4 Donut,018578037489
776-403,8X4 DONUT,018578037496
776-405,8X4 DONUT,018578015050
776-601,8X6 DONUT,018578007222
776-609,8X6 DONUT,018578014206
790-601,8X6 DONUT,018578037526
8-104-205,8X2 DONUT,#N/A
8-104-361,8X3 DONUT,#N/A
8-104-401,8X4 DONUT,018578001602
8-104-405,8X4 DONUT,018578037779
8-104-601,8X6 DONUT,018578037786
8-104-609,8X6 DONUT,018578037793
8-104-8.16,8X8 DONUT,#N/A
8-104-801,8X8 DONUT,018578037809
8-104-805,8X8 DONUT,018578037816
8-104-9.04,8X8 DONUT,#N/A
8.000-3.500R,8.000 X 3.500 REDUCER,018578020610
8.000-5.500R,8.000 X 5.500 REDUCER,#N/A
8.000-6.210R,8.000 X 6.210 REDUCER,018578037533
8.000-6.380R,8.000 X 6.380 REDUCER,#N/A
8.000-6.625R,8.000 X 6.625 REDUCER,018578037557
8.000-6.900R,8.000 X 6.900 REDUCER,018578037564
8.525-2.380R,8.525 X 2.380 REDUCER,018578014312
8.525-2.380REB,8.525 X 2.380 ECCENTRICREDUCER,018578037601
8.525-2.380X2R,8.525 X 2.380 TWO HOLES,#N/A
8.525-3.000R,8.525 X 3.000 REDUCER,018578037618
8.525-3.380R,8.525 X 3.380 REDUCER,018578037625
8.525-3.380REB,8.525 X 3.380 ECCENTRICREDUCER,018578016866
8.525-3.500R,8.525 X 3.500 REDUCER,018578037632
8.525-3.500REB,8.525 X 3.500 ECCENTRICREDUCER,#N/A
8.525-4.170R,8.525-4.170 Reducer,018578047280
8.525-4.380R,8.525 X 4.380 REDUCER,018578013711
8.525-4.380REB,8.525X4.380 ECCENTRIC REDUCER,018578037656
8.525-4.500R,8.525 X 4.500 REDUCER,018578019027
8.525-4.500REB,8.525 X 4.500 REDUCER ECCENTRI,018578037663
8.525-5.000R,8.525 X 5.000 REDUCER,018578011342
8.525-5.000REB,8.525 X 5.000 REDUCER ECCENTRI,018578037670
8.525-5.125R,8.525 X 5.125 REDUCER,018578037687
8.525-5.500R,8.525 X 5.500 REDUCER,018578037694
8.525-5.620R,8.525X5.620 REDUCER,018578037700
8.525-5.620REB,8.525X5.620 ECCENTRIC REDUCER,018578037717
8.525-5.900R,8.525 X 5.900 REDUCER,018578037724
8.525-6.210R,8.525 X 6.210 REDUCER,018578037731
8.525-6.380R,8.525 X 6.380 REDUCER,018578004566
8.525-6.380REB,8.525X6.380 ECCENTRIC REDUCER,018578007451
8.525-6.625R,8.525 X 6.625 REDUCER,018578007192
8.525-6.625REB,8.525 x 6.625 Eccentric Reduce,018578037748
8.525-6.625RT,8.525 X 6.625 REDUCER TALL,#N/A
8.525-6.800R,8.525 X 6.800 REDUCER,018578014893
8.525-6.800REB,8.525x6.800 Eccentric Reducer,018578037755
8.525-7.200R,8.525 X 7.200 REDUCER,018578012257
8.525-7.200REB,8.525X7.200 ECCENTRIC REDUCER,018578008403
8.525-7.800R,8.525 X 7.800 REDUCER,018578008144
8.525-7.800REB,8.525 X 7.800 ECCENTRIC,018578037762
8.525-8.160R,8.525 X 8.160 REDUCER,018578009042
8.625-7.125REBT,8.625 X 7.125 ECC REDUCER TALL,#N/A
8.625-7.125RT,8.625 X 7.125 REDUCER TALL,#N/A
800-316HT,SIZE 800 HT CLAMP 316SS,018578037823
802-601,8X6 DONUT,018578037854
802-609,8X6 DONUT,018578037878
802-801,8X8 DONUT,018578037885
802-805,8x8 Donut,018578037892
804-405,8X4 DONUT,018578007024
804-601,8X6 DONUT,018578004580
